item_id,item_name,category,rating,review_text,quality_score,source,date
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,product,5,"I simply love this pure cocoa taste....not sure if people consider this bitter, I personally do not feel so, may be very mildly. But the cocoa taste, flavor indeed feels great.I had earlier tasted upto 90% dark among the Amul chocolates (& of course couple of other makes including Lindt). In fact I have graduated in darkness with Amul's progression in a way starting at 55% then 75, 90 and now 99% - in fact love the whole range by Amul. As long as this range is available I will never have to look beyond for Dark chocolates. Thanks Amul. In fact on an earlier occasion I had purchased 99% dark of some other make and did not like the flavor at all - strangely it had kind of a sourish smell and so far a bit hesitant with this item as well at first.Another thing the chocolates were delivered superbly packaged - thanks to the seller. Had a carton box outside and inside of it the chocolate packs had a layer of some kind of gel filled plastic bags to keep the chocolates at non melting temperature....pretty cool - so no melting problem or anything for me.So this would be my daily dose of dark chocolate from now on like a cube (or sometimes two) after each meal - enjoyable in taste, and so sugar, no guilt!!",1.0,amazon_india,2020-06-26
B00PVUAJDW,Godrej-Security-Solutions-SEEC9060-Electronic,product,5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly it's a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!",1.0,amazon_india,2020-02-06
B07S55SML2,Godrej-Security-Solutions-SEEC9060-Electronic,product,5,"I love this digital safe locker. Now I can put all my important stuff inside this box. The good thing is that it is not that bulky. The material is also very good, seems very strong and heavy. And, It is very easy to install. I have not mounted/fixed it because I put this inside the almera. Now I can feel safer by keeping cash, passport and other valuable stuff.Lookwise also it just has a classy touch. It has a proper colored LED display. It works on the battery power and the consumption is very low. You can set your own passcode from the 4-8 digits. I like it beep sound whenever you have to press the keys. In addition it also has 2 emergency keys. Overall now I am very calm ever since this digital safe has been arrived. Of course now I can manage my things for my own peace of mind according to my needs :-).Earlier I never ever used such kind of digital safe but after have been started using  this I found this as exactly as what I expected for. Truly it's a big value for money. I would highly recommend this product to everyone who read this review. Greets!*Please click the Helpful button if you like this review. Thank you!",1.0,amazon_india,2020-02-06
B07FK39JPQ,Mysore-Whitening-Rejuvenating-Face-Pack,product,5,"I bought this on a lark and it had been sitting on a shelf for a very long time. Till I developed warts on my chin. No amount of pulling and scrubbing helped and I was reluctant to use over-the-counter wart paint because of all the pharma warnings on them.I decided to use this clay on the warts, covering them with a generous coat of the clay twice a day and kept it on day and night for a month. Voila!I had to be patient but a month of application fixed my skin. Whatever this face pack contains, it is extremely effective. I used to a feel a constant sting after application but it can be ignored. The best part is that it didn't affect healthy skin adversely unlike wart paints which require precautions.Caution - These warts weren't because of an STD. I probably picked them up at the gym or some other place with too many people milling around in sweat. Please seek your doctor's advice if you have an STD. This face pack should not be applied on your eyelids or where you have a chance of ingesting it. Read disclaimers on the package.",1.0,amazon_india,2020-07-04
B078KHP29L,Dettol-Disinfectant-Liquid-Menthol-Cool,product,5,"Very effective. Active ingredients are  quaternary ammonium chloride compounds which are a very potent and effective disinfectant - you can find these in most non-bleach disinfectant solutions. This is not the same as Dettol antiseptic used for skin so do not use it for that purpose. I am glad that Dettol introduced this as it was difficult to find purpose-made disinfectant concentrates of this formulation - the alternative was Amway Pursue which is not only much more expensive but would involve the hassle of dealing with a pushy Amway salesperson. Anyways, this one has a strong menthol smell and a highly effective disinfectant so fantastic for household use. Also works for laundry, but use it as a pre-wash, with a full wash cycle afterwards to clean out any residues.Also, a word of caution with this and any other disinfectants - please use it wisely and not indiscriminately as overuse not only can damage the environment but kill of beneficial microorganisms and cause harmful ones to develop resistance.",1.0,amazon_india,2019-11-11
B00WMNXH7Q,Society-Tea-Regular-Pouch-1kg,product,5,"I'm a milk-tea addicted person. Although, I control it upto thrice day but sometimes it may exceed 5.Since I like milk-tea alot, I have tried many Dust-teas available in the market.I've tried and tasted Wagh-bakri, brookebond, Taj, society, maharsthra chai, maa-beti Chai & you name it.I liked the society tea alot. This tea when boiled in the water gives a nice flavor and the color which no other teas can give.The packaging was nice. I ordered for a 1kg pack directly since I already knew about the taste.From the value for money standpoint, it is a little costlier (20-30 Rs per kg)  in comparison to its other teas of its class. But you will find it worth it. Just make sure you use a correct method to prepare to get the best out of it.Method in the sense, first boil it in water and then add milk.Directly adding into milk will also give you the good taste but the colour will fade away in that case.",1.0,amazon_india,2019-05-20
B086T4WGRY,Savlon-After-Shave-Lotion-1000,product,5,"Was waiting for a long long time to get my hands on this post pandemic. It's still very difficult to find in local stores or any other online shops and finally it's now available on Amazon.Extreme useful and versatile liquid to have at home which can be used for first aids, bathing, shaving, disinfecting clothes or even for floor cleaning. Do dilute the liquid as per the instructions mentioned on the product label.It contains Chlorhexidine Gluconate Solution I. P. 1.5% v/v and strong Cetrimide Solution B.P. equivalent to Cetrimide I.P. 3.0% w/v to provide antiseptic and disinfectant properties. This duo not only more effective than Dettol's (Original Brown liquid) Chloroxylenol but also doesn't sting after applying on skin.There's also now a Multipurpose Disinfectant cleaner from Savlon to compete against Dettol's Multipurpose Liquid (Green, Blue bottle) which is more suitable as disinfectant if you want nice fragrance but also a lot more expensive  https://www.amazon.in/dp/B08CL5P72J/, stick to this Original Savlon if you don't want much fragrance.",1.0,amazon_india,2020-08-28
B016A7MMHK,Godrej-Security-Solutions-Goldilocks-Personal,product,1,"Bought godrej goldilock in the Amazon diwali sale.. In The product that I got,was having some scratches already. Still I kept it.  I wanted to disable the theft alarm because it gives a loud sound even if we move the goldilock slightly, which is very annoying. I tried to disable the feature but it was not getting disabled. The godrej executive also couldn't do it.. He told some problem is there in pcb and I should return the product.. I did it.. I got the product replaced by Amazon the very next day...Now the new product also has same problem. We cannot disable the alarm. Also it has one additional problem...when we close its lid, it sometimes doesn't get locked. After 2-3 attempts, it gets locked..Now I am confused, what to do with this.. I trusted godrej brand and Amazon.. But the satisfaction level is not at all there",1.0,amazon_india,2018-11-13
B00JHN0OMU,Streax-Hair-Serum-Gloss-100ml,product,1,This is not the same product as advertised. I received a Steax Vitariche gloss serum instead of Streax pro Vitagloss as the product name suggests. Called CS to get the refund and since i had closed my bank account since the order was placed i wanted the refund to come through amazon pay. However Amazon rep Aniket and the supervisor Krishna were absolutely unhelpful and went against common sense to keep telling me that the refund will only be processed to the closed bank account and the bank will issue me a DD. When i called them out on their lack of common sense they kept repeating themselves. Finally decided to give away the product than to deal with Amazon for a refund. This shows how base Amazon’s customer service is and a good sign for all to avoid using Amazon if you value your money and time.,1.0,amazon_india,2018-11-05
B078KHP29L,Dettol-Disinfectant-Liquid-Menthol-Cool,product,5,"This is one of the best disinfectant I have ever used. It has a strong menthol smell which I just love. This is a multipurpose liquid ,which can be used to clean laundry, wipe the floor, used while shaving to cleanse the razor, kitchen and bathroom cleaning, can be added to bathing water while taking a bath (those who don't mind menthol smell). Mind you, this is not the good old detail antiseptic liquid which comes with the clear bottle and green cap,which  is handy for cuts and wounds. This is an disinfectant liquid used for household cleaning. I use this in the washing machine along with the normal liquid detergent and let me tell you,my clothes smell amazing after wash.  I would recommend you all to try this if you like strong menthol smell. I just love it.. 5 stars for the product.",1.0,amazon_india,2018-05-11
B07RLLV5BW,Tata-Tea-Gold-500g,product,5,"It is strong and tastes very good. After trying almost 10 different brands of tea, I have found the one I like. I have tried Taj Mahal, Red label, RCM and many different others.I like my tea strong and for that you don't have to add too much of this tea. It is not just too strong tea, it tastes good. Most in my family like it and this is the one we are going to use from now on along with Red Label for those who like Red Label more.And Amazon, from time to time, provides good discounts on products and makes them affordable for all. Btw, it sells for 355 next door mall when Amazon is selling it for 385. I know shipping costs, so it is ok.",1.0,amazon_india,2018-10-28
B00GLDPBJK,Tata-Tea-Gold-500g,product,5,"It is strong and tastes very good. After trying almost 10 different brands of tea, I have found the one I like. I have tried Taj Mahal, Red label, RCM and many different others.I like my tea strong and for that you don't have to add too much of this tea. It is not just too strong tea, it tastes good. Most in my family like it and this is the one we are going to use from now on along with Red Label for those who like Red Label more.And Amazon, from time to time, provides good discounts on products and makes them affordable for all. Btw, it sells for 355 next door mall when Amazon is selling it for 385. I know shipping costs, so it is ok.",1.0,amazon_india,2018-10-28
B00JHN0OMU,Streax-Hair-Serum-Gloss-100ml,product,5,"I've used this serum on my normal hair and chemically straightened hair, as well as seen results on colored hair. And honestly at this price, it never disappointed me. Though the texture is quite thin compared to a lot of other hair serums, but I like how it does not feel heavy on my hair and just a pump of it is enough to dab on my medium length hair. This does the basic job of a hair serum from detangling to providing moisture to the ends of the hair and since it goes a long way, so thumbs up from my side. And to my surprise, the new variant - vitariche gloss is way better than the previous one and this comes with nutty fragrance, which I totally love!",1.0,amazon_india,2019-02-11
B07FPSB76P,Mamaearth-Illuminate-Vitamin-Radiant-Turmeric,product,1,"Um the product is really not for people with sensitive skin. I read good reviews on Amazon and ordered it (I was using vitamin c products from other brands which are really expensive so I thought I could give this a try since this is very affordable). But within a week of use I started breaking out all over my face, the big zits kind. I had to stop using within a week of its use. May be the product works for non-sensitive skin, product is really light, can’t tell if it gives any kind of moisture to the skin. I had to change my entire skin care routine, bought my tried and tested organic products and my skin is much much better. I don’t trust mamaearth any more.",1.0,amazon_india,2020-02-22
B07CNVJ241,Titan-Karishma-Analog-Black-Watch-NK1639SM02,product,5,Got it to gift a groom at his wedding. Beautiful timepiece. In fact I loved it do much I'm getting one for myself. The black dial and the silver hands and silver marking makes the functioning of the watch look stunning and royal. Dial size is just right. It is definitely not small and it is not very big either. It looks very well balanced on the wrist. And the metal bracelet that comes with it is beautiful and goes perfectly with the timepiece dimension wise and there's no mismatch between them. Go for it without any second guessing. You'll love it ❤️ Thank you Amazon and thank you Titan. Both amazing companies and now you both have a very very happy and loyal customer in me for life.,1.0,amazon_india,2019-01-21
B079H8Y973,Tata-Agni-Leaf-Tea-1kg,product,5,"Tata Tea Agni is good but the quality of this tea have changed a lot previously there was some leaves but nowadays Tata Tea Agni contains only powder tea or dust tea, it gives good liquor but not so much flavour.If you want good liquor along with flavour then you must go for Tata Gold tea that is a good tea. I bought Tata Tea Agni from Amazon at a very low price compared to the MRP and the packaging of the product was really awesome and it was delivered to my home address Durgapur Rana Pratap Road West Bengal within 5 days of ordering.If you want to buy good quality tea with good flavour then you should buy Tata Gold tea, Taj Mahal tea or Darjeeling tea.",1.0,amazon_india,2018-01-08
B016A7MMHK,Godrej-Security-Solutions-Goldilocks-Personal,product,5,"If you have maids in the house and want to keep valuables like wallets and regular use small jewellery under lock and key while they go about their household chores and you don't want to carry physical keys either for fear of misplacing and searching for them or simply inconvenient for you, then this is the product to go for. It's small enough to sit on your study table or fit in your cupboard drawer..although you must understand That it can't fit more than 3 or 4 regular size men's wallets and some other knickknacks like ear rings, chains, cards etc. Easy to operate and install by reading instructions in manual. Sturdy enough to dissuade servants from physical tampering. Serves purpose for what it is intended to do.",1.0,amazon_india,2017-10-23
B01LNA2MQK,Dettol-Liquid-Refill-Original-1500,product,1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldn't even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.,1.0,amazon_india,2020-04-04
B07YSHDZY1,Dettol-Liquid-Refill-Original-1500,product,1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldn't even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.,1.0,amazon_india,2020-04-04
B078KT9RB1,Amul-Cacao-Chocolate-125g-Pack,product,5,Bitterresssssssstttt of all...Tastes bitter. No sugarhaving a piece of it. I ordered 4. Will finish it in 4 months time.Eat it as a medicine. Only for dark chocolate loversLots of minerals in it.Good source of antioxidants. Lowers bad cholesterols. Numerous benefits Google it friends.Good for heart and high BP and diebetic patients. I give it to my father (60) also.May work as an antidepressant too.Not a sweetner. But  a nutrient rich food.First 2-3 days it was difficult to eat but now its good. After all health is wealth.Great work Amul #FIT INDIA MOVEMENTDo not discontinue production this chocolate AMUL like you did for 90% cocoa. Retain this as your permanent product. Please give micronutrients information also in the chocolate.,1.0,amazon_india,2020-01-02
B07VYRQFBJ,Maggi-Masala-Noodles-Singles-840g,product,5,"I just love the 2 minute noodle !Pros-1. Broken during delivery or not, doesnt really matter to me, since I prefer to break them into 2 pieces anyways before I cook them2. This family big pack really is cost effective.3. Nestle maggi has been around for so many decades from my childhood and they have been consistent and have even braved the recent questions raised on the quality of their product!4. Masala taste is ever so tasty5. Cooks really fast...ok not 2, let's say 5mins!Cons-1. Though maggi comes with atta noodles (healthier) than this maggi, the atta maggi is quiet expensive than this normal maggi. How I wish the oats and atta maggi would have been cheaper too",1.0,amazon_india,2018-10-11
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,product,1,Update: horrible bathing that I have used so far... My 3 year old son developed hives after using the soap and more over it turned him dark... Fragrance too strong... It literally hits you.. Will never buy again...The bar is ok ok... Not so good as it claims.... I used on my kid and feel it doesn't cleanse well.  I have a dry skin... I used for myself on face and found that my skin is still dry after washing... So nothing great about the moisturising part and more over I don't feel fresh after washing my face with this bar... Its like I haven't washed my face.  So I really doubt if it cleanses ur skin.,1.0,amazon_india,2019-07-23
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,product,5,"I really have started appreciating this brand as the product they made really works well and best part is they are made from safe ingredients. This baby soap is been enriched with goodness  goat milk, oatmeal, Shea butter and coconut based cleanser. The skin of my toddler feels so soft after bath. The shape of the soap is perfect for little one to hold as well. No tears formula of soap is working great. It is very gentle on the skin. The fragrance is so amazing. I highly recommend this moisturizing bath to all mommies and daddies. I specially recommend it for toddlers who are in phase where they want to be independent and bath by themselves.",1.0,amazon_india,2019-04-29
